,VC,Size,Internal Weight,External Weight,Quality,P-value,Min Dist,Max Dist,Total Dist,Below Thres,Taxon Prediction Score,Avg Dist,Members,order,family,genus
18,VC_1017_0,6,111.14075373678374,63.58980891592543,0.6360693404146176,0.0025840107381011274,2.6457513110645907,7.0710678118654755,15,15,1.0,4.944154779977916,"k141_198705||full,k141_222173||full,k141_363059||full,k141_403068||full,k141_43043||0_partial_1,k141_538931||full",['Unassigned'],['Unassigned'],['Unassigned']
19,VC_1018_0,6,18.578866941150647,0,1.0,1,0.0,0.0,15,15,1.0,0.0,"k141_157991||full,k141_172976||full,k141_200527||full,k141_233517||full,k141_383454||full,k141_80140||full",['Unassigned'],['Unassigned'],['Unassigned']
20,VC_1019_0,2,1.2385911294100431,0,1.0,1,0.0,0.0,1,1,1.0,0.0,"k141_158301||full,k141_215456||full",['Unassigned'],['Unassigned'],['Unassigned']
21,VC_101_0,3,63.13930716292003,373.42842786413456,0.1446265999456126,0.034276858214482016,1.7320508075688772,2.6457513110645907,3,3,1.0,2.2757639538055483,"k141_180057||full,k141_251168||full,k141_593459||full",['Unassigned'],['Unassigned'],['Unassigned']
22,VC_1020_0,3,3.7157733882301294,0,1.0,1,0.0,0.0,3,3,1.0,0.0,"k141_158318||lt2gene,k141_248374||lt2gene,k141_578425||lt2gene",['Unassigned'],['Unassigned'],['Unassigned']
23,VC_1021_0,5,43.19503803481956,1.4906026828932664,0.9666424681631025,0.22019998190658874,1.0,5.5677643628300215,10,10,1.0,2.9467858252382912,"k141_15832||full,k141_204048||full,k141_390661||full,k141_44290||full,k141_526901||full",['Unassigned'],['Unassigned'],['Unassigned']
24,VC_1022_0,6,18.578866941150647,0,1.0,1,0.0,0.0,15,15,1.0,0.0,"k141_158496||full,k141_216205||full,k141_222627||full,k141_299764||full,k141_422367||full,k141_80832||full",['Unassigned'],['Unassigned'],['Unassigned']
25,VC_1023_0,3,8.196930533195882,4.761209866471228,0.6325699738063078,0.3333333333333333,1.4142135623730951,1.7320508075688772,3,3,1.0,1.626105059170283,"k141_159440||full,k141_448985||full,k141_492689||full",['Unassigned'],['Unassigned'],['Unassigned']
26,VC_1024_0,3,3.7157733882301294,0,1.0,1,0.0,0.0,3,3,1.0,0.0,"k141_159865||full,k141_371116||full,k141_410922||full",['Unassigned'],['Unassigned'],['Unassigned']
27,VC_1025_0,3,32.3372226003591,6.31296315259269,0.8366640928210661,0.1281465612656797,1.0,2.0,3,3,1.0,1.5773502691896255,"k141_160252||full,k141_161391||full,k141_378901||full",['Unassigned'],['Unassigned'],['Unassigned']
28,VC_1026_0,12,81.74701454106271,0,1.0,1,0.0,0.0,66,66,1.0,0.0,"k141_160382||lt2gene,k141_236599||full,k141_401259||lt2gene,k141_491013||lt2gene,k141_523191||lt2gene,k141_547319||full,k141_547569||lt2gene,k141_549160||lt2gene,k141_579953||lt2gene,k141_586022||lt2gene,k141_61245||full,k141_97392||lt2gene",['Unassigned'],['Unassigned'],['Unassigned']
29,VC_1027_0,2,5.700519635903211,0,1.0,1,0.0,0.0,1,1,1.0,0.0,"k141_160404||full,k141_160452||full",['Unassigned'],['Unassigned'],['Unassigned']
30,VC_1028_0,2,1.2385911294100431,0,1.0,1,0.0,0.0,1,1,1.0,0.0,"k141_160661||lt2gene,k141_16353||lt2gene",['Unassigned'],['Unassigned'],['Unassigned']
31,VC_1029_0,5,137.88415111334504,132.4476897741177,0.5100551627980267,9.692140838485527e-06,2.0,3.3166247903554,10,10,1.0,2.699238827228951,"k141_208979||full,k141_292369||full,k141_345223||full,k141_423082||full,k141_42717||full",['Unassigned'],['Unassigned'],['Unassigned']
32,VC_102_0,2,22.73340680657193,97.31662074672879,0.1893661106947983,0.10095081133856207,2.6457513110645907,2.6457513110645907,1,1,1.0,2.6457513110645907,"k141_281149||full,k141_593758||full",['Unassigned'],['Unassigned'],['Unassigned']
33,VC_1030_0,6,51.630205972517366,77.79174661909231,0.3989292769785063,0.006051814367113777,1.4142135623730951,2.6457513110645907,15,15,1.0,2.009724118599716,"k141_262380||full,k141_27326||full,k141_344848||0_partial_1,k141_362387||full,k141_427247||full,k141_444320||full",['Unassigned'],['Unassigned'],['Unassigned']
34,VC_1031_0,4,34.769907625123416,0,1.0,1,1.0,1.7320508075688772,6,6,1.0,1.3291152491146938,"k141_160954||full,k141_226010||full,k141_226060||full,k141_367350||full",['Unassigned'],['Unassigned'],['Unassigned']
35,VC_1032_0,2,1.2385911294100431,0,1.0,1,0.0,0.0,1,1,1.0,0.0,"k141_161022||full,k141_56926||full",['Unassigned'],['Unassigned'],['Unassigned']
36,VC_1033_0,4,34.20311781541927,0,1.0,1,0.0,0.0,6,6,1.0,0.0,"k141_161029||full,k141_222412||full,k141_461118||full,k141_93228||full",['Unassigned'],['Unassigned'],['Unassigned']
37,VC_1034_0,2,1.2385911294100431,0,1.0,1,0.0,0.0,1,1,1.0,0.0,"k141_161241||lt2gene,k141_447061||lt2gene",['Unassigned'],['Unassigned'],['Unassigned']
38,VC_1035_0,13,96.61010809398319,0,1.0,1,0.0,0.0,78,78,1.0,0.0,"k141_161262||lt2gene,k141_230476||lt2gene,k141_242461||lt2gene,k141_310172||lt2gene,k141_378135||full,k141_382244||lt2gene,k141_410551||lt2gene,k141_414231||full,k141_466115||lt2gene,k141_483987||lt2gene,k141_499160||lt2gene,k141_539341||lt2gene,k141_591500||full",['Unassigned'],['Unassigned'],['Unassigned']
39,VC_1036_0,3,17.10155890770963,19.844793298733684,0.4628754365830784,0.013364835485841239,0.0,0.0,3,3,1.0,0.0,"k141_167666||full,k141_416901||full,k141_416924||full",['Unassigned'],['Unassigned'],['Unassigned']
40,VC_1037_0,1,0,15.588956707432764,0.0,1,0,0,1,1,1,0,k141_35189||full,['Unassigned'],['Unassigned'],['Unassigned']
41,VC_1038_0,3,10.804837892074309,18.31585768220505,0.3710363945295868,0.2857142857142857,1.7320508075688772,2.449489742783178,3,3,1.0,1.9711971193069775,"k141_16346||full,k141_364985||full,k141_525774||full",['Unassigned'],['Unassigned'],['Unassigned']
42,VC_1039_0,4,59.23419916751175,7.297940836833588,0.8903095430816302,0.054273463090973875,2.6457513110645907,4.242640687119285,6,6,1.0,3.540781686323196,"k141_409165||full,k141_450477||full,k141_550435||full,k141_584626||full",['Unassigned'],['Unassigned'],['Unassigned']
43,VC_103_0,3,146.84894413987726,361.90090319269524,0.2886466598659858,0.003695210375836399,6.928203230275509,7.810249675906654,3,3,1.0,7.429429113817638,"k141_140994||full_1,k141_19786||full,k141_318496||0_partial_1",['Unassigned'],['Unassigned'],['Unassigned']
44,VC_1040_0,3,5.837425055327246,13.152283964068056,0.3073993945544475,0.3333333333333333,2.6457513110645907,4.58257569495584,3,3,1.0,3.9001543203400035,"k141_402931||full,k141_594809||full,k141_81438||full",['Unassigned'],['Unassigned'],['Unassigned']
45,VC_1041_0,8,173.09681148096155,104.0208654573648,0.6246328757998536,0.00011645271934899244,0.0,2.8284271247461903,28,28,1.0,1.548236591759279,"k141_289113||full,k141_29849||full,k141_474960||full,k141_485970||full,k141_489679||full,k141_496891||full,k141_61327||full,k141_89328||full",['Unassigned'],['Unassigned'],['Unassigned']
46,VC_1042_0,6,18.578866941150647,0,1.0,1,0.0,0.0,15,15,1.0,0.0,"k141_161307||full,k141_303414||full,k141_333828||full,k141_349192||full,k141_386259||full,k141_410334||full",['Unassigned'],['Unassigned'],['Unassigned']
47,VC_1043_0,4,29.396945337503904,3.156481576296345,0.9030368881084457,0.20304015245218,0.0,1.4142135623730951,6,6,1.0,0.7071067811865476,"k141_266901||full,k141_320094||full,k141_483699||full,k141_69023||full",['Unassigned'],['Unassigned'],['Unassigned']
48,VC_1044_0,3,5.096679929279739,30.387840135069233,0.14363107969439146,0.09523809523809523,2.6457513110645907,3.0,3,3,1.0,2.8247261452702603,"k141_161341||full,k141_260449||full,k141_423540||full",['Unassigned'],['Unassigned'],['Unassigned']
49,VC_1046_0,3,9.401039271840098,18.459791906176363,0.3374285286670834,0.3285649834391966,1.4142135623730951,1.4142135623730951,3,3,1.0,1.4142135623730951,"k141_232820||full,k141_379068||full,k141_417507||full",['Unassigned'],['Unassigned'],['Unassigned']
50,VC_1047_0,5,58.00011313766248,98.45365551892924,0.370717264503675,0.025985222810634794,3.605551275463989,6.324555320336759,10,10,1.0,4.870026756001587,"k141_161553||full,k141_199001||full,k141_258121||full,k141_355521||full,k141_423894||full",['Unassigned'],['Unassigned'],['Unassigned']
51,VC_1048_0,3,8.798979280374528,16.014849384005274,0.35459982412973795,0.24052573377306952,1.7320508075688772,2.0,3,3,1.0,1.8213672050459182,"k141_256425||full,k141_256458||full,k141_279135||full",['Unassigned'],['Unassigned'],['Unassigned']
52,VC_1049_0,2,5.700519635903211,0,1.0,1,0.0,0.0,1,1,1.0,0.0,"k141_16187||full,k141_166918||full",['Unassigned'],['Unassigned'],['Unassigned']
53,VC_104_0,2,23.84493360224845,882.76096393486,0.026301321960320083,0.19058180643316658,8.831760866327848,8.831760866327848,1,1,1.0,8.831760866327848,"Bacteriophage~Lily,Vibrio~phage~X29",['Unassigned'],['Unassigned'],['Unassigned']
54,VC_1050_0,2,34.49211625386475,29.503925330161902,0.5389726520596853,0.2635524772829727,0.0,0.0,1,1,1.0,0.0,"k141_366138||full,k141_60406||full",['Unassigned'],['Unassigned'],['Unassigned']
55,VC_1051_0,2,14.49442411492382,45.11276958399479,0.24316568547307366,0.16245549726860664,3.3166247903554,3.3166247903554,1,1,1.0,3.3166247903554,"k141_375057||full,k141_71195||full",['Unassigned'],['Unassigned'],['Unassigned']
56,VC_1052_0,3,57.67417559774995,33.13705330515873,0.6350996049113332,0.03571428571428571,1.0,3.1622776601683795,3,3,1.0,2.3874258867227933,"k141_405529||full,k141_447436||full,k141_575309||full",['Unassigned'],['Unassigned'],['Unassigned']
57,VC_1053_0,2,1.2385911294100431,0,1.0,1,0.0,0.0,1,1,1.0,0.0,"k141_162245||lt2gene,k141_286299||lt2gene",['Unassigned'],['Unassigned'],['Unassigned']
58,VC_1054_0,2,18.98140357498683,0,1.0,1,2.8284271247461903,2.8284271247461903,1,1,1.0,2.8284271247461903,"k141_162326||full,k141_417454||full",['Unassigned'],['Unassigned'],['Unassigned']
59,VC_1055_0,4,20.434542118023575,65.6257721514238,0.23744442826509787,1.0,2.0,3.4641016151377544,6,6,1.0,2.851943441590784,"k141_351319||full,k141_40608||full,k141_431611||full,k141_472001||full",['Unassigned'],['Unassigned'],['Unassigned']
60,VC_1057_0,1,0,37.3945079301462,0.0,1,0,0,1,1,1,0,k141_499028||full,['Unassigned'],['Unassigned'],['Unassigned']
61,VC_1058_0,3,66.72459304326445,370.5782012375465,0.15258213282858127,0.006597522165510907,0.0,2.0,3,3,1.0,1.3333333333333333,"k141_71206||full,k141_71209||full,k141_85415||full",['Unassigned'],['Unassigned'],['Unassigned']
62,VC_1059_0,2,1.2385911294100431,0,1.0,1,0.0,0.0,1,1,1.0,0.0,"k141_162912||full,k141_516465||full",['Unassigned'],['Unassigned'],['Unassigned']
63,VC_1060_0,3,12.494997989636431,36.394176150500684,0.2555780131163694,0.5333333333333333,1.4142135623730951,2.23606797749979,3,3,1.0,1.7941107824805875,"k141_325865||full,k141_442030||full,k141_89752||full",['Unassigned'],['Unassigned'],['Unassigned']
64,VC_1061_0,3,3.7157733882301294,0,1.0,1,0.0,0.0,3,3,1.0,0.0,"k141_162976||full,k141_162989||full,k141_423456||full",['Unassigned'],['Unassigned'],['Unassigned']
65,VC_1062_0,2,2.3203871052849774,3.104045217751027,0.42776588721200565,1.0,2.8284271247461903,2.8284271247461903,1,1,1.0,2.8284271247461903,"k141_393623||full,k141_505223||full",['Unassigned'],['Unassigned'],['Unassigned']
66,VC_1063_0,2,4.098467140683082,0,1.0,1,1.4142135623730951,1.4142135623730951,1,1,1.0,1.4142135623730951,"k141_163107||full,k141_303581||full",['Unassigned'],['Unassigned'],['Unassigned']
67,VC_1064_0,2,4.399489640187264,6.603689443833911,0.39983804740360956,0.6666666666666666,1.7320508075688772,1.7320508075688772,1,1,1.0,1.7320508075688772,"k141_163566||full,k141_77652||full",['Unassigned'],['Unassigned'],['Unassigned']
68,VC_1065_0,4,30.59076161517544,127.78283228193285,0.19315569510312153,0.015605832849464776,0.0,1.0,6,6,1.0,0.5,"k141_163712||full,k141_285891||full,k141_359122||full,k141_592240||full",['Unassigned'],['Unassigned'],['Unassigned']
69,VC_1066_0,3,14.693322690194712,0,1.0,1,0.0,0.0,3,3,1.0,0.0,"k141_163938||full,k141_372173||full,k141_577215||full",['Unassigned'],['Unassigned'],['Unassigned']
70,VC_1067_0,13,362.0685488319187,74.67879251788824,0.8290114547988164,1.3681510026986392e-05,0.0,1.7320508075688772,78,78,1.0,0.957988004580613,"k141_164600||full,k141_219798||full,k141_263498||full,k141_306736||full,k141_312620||full,k141_322810||full,k141_341495||full,k141_467299||full,k141_493051||full,k141_56611||full,k141_582804||full_1,k141_589142||full,k141_85250||full",['Unassigned'],['Unassigned'],['Unassigned']
71,VC_1068_0,4,7.431546776460259,0,1.0,1,0.0,0.0,6,6,1.0,0.0,"k141_164813||full,k141_23442||full,k141_398948||full,k141_508552||full",['Unassigned'],['Unassigned'],['Unassigned']
72,VC_1069_0,6,18.578866941150647,0,1.0,1,0.0,0.0,15,15,1.0,0.0,"k141_16504||full,k141_222393||full,k141_232544||full,k141_499983||full,k141_550090||full,k141_565096||full",['Unassigned'],['Unassigned'],['Unassigned']
73,VC_106_0,4,267.6196165915722,738.7288288589474,0.2659313658220686,6.357607943326228e-05,5.656854249492381,6.557438524302,6,6,1.0,6.130112221265673,"k141_135171||full,k141_217958||full,k141_305455||full,k141_419792||full_1",['Unassigned'],['Unassigned'],['Unassigned']
74,VC_1070_0,2,1.78894192485102,0,1.0,1,3.3166247903554,3.3166247903554,1,1,1.0,3.3166247903554,"k141_165301||full,k141_183696||full",['Unassigned'],['Unassigned'],['Unassigned']
75,VC_1071_0,3,12.193410712058032,23.945036052891872,0.33740826747109187,0.8,3.0,3.3166247903554,3,3,1.0,3.1596341501745933,"k141_179284||full,k141_197164||full,k141_588326||full",['Unassigned'],['Unassigned'],['Unassigned']
76,VC_1072_0,2,2.6124435170434914,34.4455991115714,0.07049599308912924,0.8571428571428571,2.23606797749979,2.23606797749979,1,1,1.0,2.23606797749979,"k141_394453||full,k141_464030||full",['Unassigned'],['Unassigned'],['Unassigned']
77,VC_1073_0,2,10.0375044084135,22.42342200761881,0.3092180512585747,0.2635524772829727,0.0,0.0,1,1,1.0,0.0,"k141_165511||full,k141_62413||full",['Unassigned'],['Unassigned'],['Unassigned']
78,VC_1074_0,5,26.566706477291333,7.857001212216394,0.771756102419752,1.0,1.4142135623730951,3.0,10,10,1.0,2.180990855039185,"k141_165530||full,k141_165544||full,k141_506203||full,k141_512384||full,k141_575755||full",['Unassigned'],['Unassigned'],['Unassigned']
79,VC_1075_0,2,1.2385911294100431,0,1.0,1,0.0,0.0,1,1,1.0,0.0,"k141_165756||full,k141_3546||full",['Unassigned'],['Unassigned'],['Unassigned']
80,VC_1076_0,3,12.766198305857904,7.46468664958385,0.6310252039876298,0.4,2.0,2.0,3,3,1.0,2.0,"k141_449488||full,k141_45558||full,k141_596775||full",['Unassigned'],['Unassigned'],['Unassigned']
81,VC_1077_0,3,12.499521404757585,0,1.0,1,1.0,1.4142135623730951,3,3,1.0,1.1380711874576983,"k141_165797||full,k141_442925||full,k141_49313||full",['Unassigned'],['Unassigned'],['Unassigned']
82,VC_1078_0,2,4.496403401117199,0,1.0,1,1.0,1.0,1,1,1.0,1.0,"k141_165887||full,k141_421700||full_1",['Unassigned'],['Unassigned'],['Unassigned']
83,VC_1079_0,2,3.797440893008618,0,1.0,1,1.0,1.0,1,1,1.0,1.0,"k141_16619||full,k141_471095||full",['Unassigned'],['Unassigned'],['Unassigned']
84,VC_107_0,4,261.2777821738657,0,1.0,1,2.0,4.795831523312719,6,6,1.0,3.872657545992025,"Bacillus~phage~Bam35c,Bacillus~phage~GIL16c,Bacillus~phage~Wip1,Bacillus~virus~AP50",['Unassigned'],['Tectiviridae'],['Betatectivirus']
85,VC_1080_0,2,1.2385911294100431,0,1.0,1,0.0,0.0,1,1,1.0,0.0,"k141_166744||full,k141_380810||full",['Unassigned'],['Unassigned'],['Unassigned']
86,VC_1081_0,3,7.15098325895903,0,1.0,1,2.8284271247461903,3.872983346207417,3,3,1.0,3.435653915472532,"k141_166838||full,k141_225946||full,k141_277778||full",['Unassigned'],['Unassigned'],['Unassigned']
87,VC_1082_0,3,9.795689863014072,44.96634249469622,0.1788773981036311,0.48484848484848486,2.0,3.7416573867739413,3,3,1.0,3.068586333970565,"k141_244765||full,k141_433186||full,k141_532075||full",['Unassigned'],['Unassigned'],['Unassigned']
88,VC_1083_0,3,4.736126397084204,11.470670261026333,0.29223087677317494,0.6385920776850198,2.0,3.605551275463989,3,3,1.0,2.9740586886064633,"k141_265123||full,k141_265330||full,k141_97351||full",['Unassigned'],['Unassigned'],['Unassigned']
89,VC_1084_0,6,72.10549575896016,7.050836230662293,0.9109251773871144,0.6527253511185901,1.0,2.449489742783178,15,15,1.0,1.7785504035202975,"k141_167402||full,k141_292400||full,k141_381901||full,k141_399697||full,k141_550136||full,k141_61506||full",['Unassigned'],['Unassigned'],['Unassigned']
90,VC_1085_0,7,107.86166323415804,18.98510429946588,0.8503304051919699,0.0010160453730346988,0.0,3.1622776601683795,21,21,1.0,1.8465210002540597,"k141_209899||full,k141_235872||full,k141_324990||full,k141_345416||full,k141_371319||full,k141_586257||full,k141_68130||full",['Unassigned'],['Unassigned'],['Unassigned']
91,VC_1086_0,3,8.798986776603131,0,1.0,1,1.4142135623730951,2.23606797749979,3,3,1.0,1.7941107824805875,"k141_167408||full,k141_39997||full,k141_582516||full",['Unassigned'],['Unassigned'],['Unassigned']
92,VC_1087_0,3,3.7157733882301294,0,1.0,1,0.0,0.0,3,3,1.0,0.0,"k141_167518||full,k141_231755||full,k141_548880||full",['Unassigned'],['Unassigned'],['Unassigned']
93,VC_1088_0,3,3.7157733882301294,0,1.0,1,0.0,0.0,3,3,1.0,0.0,"k141_167774||full,k141_527779||full,k141_6475||full",['Unassigned'],['Unassigned'],['Unassigned']
94,VC_1089_0,2,3.797440893008618,19.178574986624227,0.16527847616848446,1.0,1.7320508075688772,1.7320508075688772,1,1,1.0,1.7320508075688772,"k141_167793||full,k141_399968||full",['Unassigned'],['Unassigned'],['Unassigned']
95,VC_108_0,13,23400.0,25929.583072764857,0.4743603846293052,9.767335904210179e-43,2.0,8.831760866327848,78,78,1.0,6.993950367193395,"Staphylococcus~phage~812,Staphylococcus~phage~GH15,Staphylococcus~phage~JD007,Staphylococcus~phage~MCE-2014,Staphylococcus~phage~P108,Staphylococcus~phage~S25-3,Staphylococcus~phage~S25-4,Staphylococcus~phage~Sb-1,Staphylococcus~phage~Team1,Staphylococcus~phage~phiIPLA-RODI,Staphylococcus~phage~phiSA12,Staphylococcus~virus~G1,Staphylococcus~virus~K","['Unassigned', 'Caudovirales']","['Unassigned', 'Myoviridae']","['Unassigned', 'Kayvirus']"
96,VC_108_1,4,1800.0,15282.74307620854,0.10536949434701116,3.611670365476297e-05,3.872983346207417,6.244997998398398,6,6,1.0,5.278838785142187,"Staphylococcus~phage~Stau2,Staphylococcus~phage~vB_SauM_Remus,Staphylococcus~phage~vB_SauM_Romulus,Staphylococcus~virus~SA11",['Caudovirales'],['Myoviridae'],['Silviavirus']
97,VC_108_2,1,0,4680.280458387574,0.0,1,0,0,1,1,1,0,Staphylococcus~phage~Twort,['Caudovirales'],['Myoviridae'],['Twortvirus']
98,VC_108_3,1,0,4871.064064296672,0.0,1,0,0,1,1,1,0,Staphylococcus~phage~phiIPLA-C1C,['Caudovirales'],['Myoviridae'],['Sep1virus']
99,VC_1090_0,6,18.578866941150647,0,1.0,1,0.0,0.0,15,15,1.0,0.0,"k141_168172||full,k141_244942||full,k141_369049||full,k141_380538||full,k141_435917||full,k141_60146||full",['Unassigned'],['Unassigned'],['Unassigned']
100,VC_1091_0,3,18.054554224761485,0,1.0,1,1.4142135623730951,3.605551275463989,3,3,1.0,2.7787965427308277,"k141_168231||full,k141_350240||full,k141_523294||full",['Unassigned'],['Unassigned'],['Unassigned']
101,VC_1092_0,2,5.098459644538757,17.389396305797963,0.22672057557636638,0.2,0.0,0.0,1,1,1.0,0.0,"k141_168239||full,k141_377371||full",['Unassigned'],['Unassigned'],['Unassigned']
102,VC_1093_0,2,1.2385911294100431,0,1.0,1,0.0,0.0,1,1,1.0,0.0,"k141_168466||full,k141_314307||full",['Unassigned'],['Unassigned'],['Unassigned']
103,VC_1094_0,2,1.2385911294100431,0,1.0,1,0.0,0.0,1,1,1.0,0.0,"k141_168544||full,k141_180802||full",['Unassigned'],['Unassigned'],['Unassigned']
104,VC_1096_0,1,0,5.0032730156718,0.0,1,0,0,1,1,1,0,k141_329295||full,['Unassigned'],['Unassigned'],['Unassigned']
105,VC_1097_0,2,3.358096955069689,0,1.0,1,2.6457513110645907,2.6457513110645907,1,1,1.0,2.6457513110645907,"k141_168771||full,k141_393089||full",['Unassigned'],['Unassigned'],['Unassigned']
106,VC_1098_0,4,7.431546776460259,0,1.0,1,0.0,0.0,6,6,1.0,0.0,"k141_169144||full,k141_439706||full,k141_552581||full,k141_588663||full",['Unassigned'],['Unassigned'],['Unassigned']
107,VC_1099_0,2,1.2385911294100431,0,1.0,1,0.0,0.0,1,1,1.0,0.0,"k141_169225||full,k141_51380||full",['Unassigned'],['Unassigned'],['Unassigned']
108,VC_109_0,3,440.5311788436937,567.3576373643341,0.4370831105171905,0.0041973196272043585,2.23606797749979,3.3166247903554,3,3,1.0,2.7937066308671263,"Bacillus~phage~Fah,Bacillus~phage~Gamma,Bacillus~virus~Wbeta","['Unassigned', 'Caudovirales']","['Unassigned', 'Siphoviridae']","['Unassigned', 'Wbetavirus']"
109,VC_10_0,8,7488.319983438923,6448.919154737379,0.53728862001996,4.275974271849932e-18,0.0,3.605551275463989,28,28,1.0,2.499237100770987,"Pseudomonas~phage~DL64,Pseudomonas~phage~LIT1,Pseudomonas~phage~PEV2,Pseudomonas~phage~Pa2,Pseudomonas~phage~YH30,Pseudomonas~phage~YH6,Pseudomonas~phage~vB_PaeP_C2-10_Ab09,Pseudomonas~phage~vB_PaeP_MAG4","['Unassigned', 'Caudovirales']","['Unassigned', 'Podoviridae']","['Unassigned', 'Lit1virus']"
110,VC_1100_0,3,3.7157733882301294,0,1.0,1,0.0,0.0,3,3,1.0,0.0,"k141_169312||full,k141_497831||lt2gene,k141_73239||lt2gene",['Unassigned'],['Unassigned'],['Unassigned']
111,VC_1101_0,4,34.20311781541927,110.5714460210971,0.23625087797910702,7.151619649996276e-05,0.0,0.0,6,6,1.0,0.0,"k141_169457||full,k141_214202||full,k141_459720||full,k141_577351||full",['Unassigned'],['Unassigned'],['Unassigned']
112,VC_1102_0,1,0,25.199434096670558,0.0,1,0,0,1,1,1,0,k141_566185||full,['Unassigned'],['Unassigned'],['Unassigned']
